试验ID：1
试验名称：金属材料室温拉伸试验
批号: /	
编号: /	
材质: /	
规格: /	
试验日期: 2021/10/20	
形状: 圆材	
标距倍率: 0	
尺寸1: 0.0	
尺寸2: 0.0	
尺寸3: 0.0	
试样尺寸: 0	
面积: 0.0	
原始标距: 50.0	
引伸计标距: 50.0	
平行长度: 50.0	
试验温度: 20.0	
试验人: /	
断后标距: 0	
断后面积: 0	
上屈服力: 3.064	
上屈服强度: 31	
下屈服力: 2.528	
下屈服强度: 25	
规定非比例延伸力: 0	
规定非比例延伸强度: 0	
规定非比例延伸力1: 0	
规定非比例延伸强度1: 0	
规定总延伸力: 0	
规定总延伸强度: 0	
最大力: 6.440	
抗拉强度: 64	
最大力非比例伸长率: 0	
最大力总伸长率: 0	
断后伸长率: 0	
断裂总伸长率: 0	
断面收缩率: 0	
屈服点延伸率: 0	
弹性模量: 657.76	
屈强比: 0.39	
强屈比: 2.56	
屈屈比: 0.125	
自定义1: 0	
自定义2: 0	
自定义3: 0	
自定义4: 0	

=========================曲线数据==========================
数据量：13547
试验力			变形1			变形2			变形3			位移			位移1			位移2			位移3			位移4			应力			应变			时间
6.4390		-0.0001		-0.0004		0.0000		6.3448		-6.1134		-7.0453		-0.0000		-0.0000		64.3900		-0.0002		190.7839
6.4400		-0.0002		-0.0004		0.0000		6.3448		-6.1134		-7.0453		-0.0000		-0.0000		64.4000		-0.0004		190.8039
6.4400		-0.0002		-0.0004		0.0000		6.3460		-6.1134		-7.0553		-0.0000		-0.0000		64.4000		-0.0004		190.8239
6.4400		-0.0004		-0.0004		0.0000		6.3472		-6.1134		-7.0553		-0.0000		-0.0000		64.4000		-0.0008		190.8439
6.4400		-0.0004		-0.0004		0.0000		6.3472		-6.1134		-7.0553		-0.0000		-0.0000		64.4000		-0.0008		190.8640
6.4390		-0.0009		-0.0004		0.0000		6.3485		-6.1134		-7.0553		-0.0000		-0.0000		64.3900		-0.0018		190.8840
6.4390		-0.0009		-0.0004		0.0000		6.3485		-6.1134		-7.0553		-0.0000		-0.0000		64.3900		-0.0018		190.9040
6.4400		-0.0013		-0.0004		0.0000		6.3497		-6.1134		-7.0553		-0.0000		-0.0000		64.4000		-0.0026		190.9240
6.4400		-0.0013		-0.0004		0.0000		6.3497		-6.1134		-7.0553		-0.0000		-0.0000		64.4000		-0.0026		190.9440
6.4400		-0.0016		-0.0004		0.0000		6.3509		-6.1134		-7.0553		-0.0000		-0.0000		64.4000		-0.0032		190.9640
6.4400		-0.0016		-0.0004		-0.0004		6.3521		-6.1134		-7.0553		-0.0000		-0.0000		64.4000		-0.0032		190.9840
6.4390		-0.0016		-0.0004		-0.0004		6.3521		-6.1134		-7.0553		-0.0000		-0.0000		64.3900		-0.0032		191.0040
6.4390		-0.0016		-0.0004		-0.0004		6.3533		-6.1234		-7.0553		-0.0000		-0.0000		64.3900		-0.0032		191.0240
6.4370		-0.0015		-0.0004		-0.0004		6.3533		-6.1234		-7.0553		-0.0000		-0.0000		64.3700		-0.0030		191.0440
6.4370		-0.0015		-0.0008		-0.0008		6.3545		-6.1234		-7.0553		-0.0000		-0.0000		64.3700		-0.0030		191.0640
6.4360		-0.0013		-0.0008		-0.0008		6.3545		-6.1234		-7.0553		-0.0000		-0.0000		64.3600		-0.0026		191.0840
6.4360		-0.0013		-0.0008		-0.0008		6.3557		-6.1234		-7.0653		-0.0000		-0.0000		64.3600		-0.0026		191.1040
6.4360		-0.0011		-0.0008		-0.0008		6.3557		-6.1234		-7.0653		-0.0000		-0.0000		64.3600		-0.0022		191.1240
6.4360		-0.0011		-0.0008		-0.0008		6.3569		-6.1234		-7.0653		-0.0000		-0.0000		64.3600		-0.0022		191.1440
6.4350		-0.0009		-0.0008		-0.0008		6.3569		-6.1234		-7.0653		-0.0000		-0.0000		64.3500		-0.0018		191.1640
6.4350		-0.0009		-0.0008		-0.0008		6.3582		-6.1234		-7.0653		-0.0000		-0.0000		64.3500		-0.0018		191.1840
6.4350		-0.0008		-0.0008		-0.0008		6.3582		-6.1234		-7.0653		-0.0000		-0.0000		64.3500		-0.0016		191.2040
6.4350		-0.0008		-0.0008		-0.0008		6.3594		-6.1234		-7.0653		-0.0000		-0.0000		64.3500		-0.0016		191.2240
6.4340		-0.0006		-0.0008		-0.0008		6.3606		-6.1234		-7.0653		-0.0000		-0.0000		64.3400		-0.0012		191.2440
6.4340		-0.0006		-0.0010		-0.0008		6.3606		-6.1234		-7.0653		-0.0000		-0.0000		64.3400		-0.0012		191.2640
6.4340		-0.0008		-0.0010		-0.0008		6.3618		-6.1234		-7.0653		-0.0000		-0.0000		64.3400		-0.0016		191.2840
6.4340		-0.0008		-0.0010		-0.0008		6.3618		-6.1234		-7.0653		-0.0000		-0.0000		64.3400		-0.0016		191.3040
6.4340		-0.0011		-0.0010		-0.0008		6.3630		-6.1234		-7.0754		-0.0000		-0.0000		64.3400		-0.0022		191.3241
6.4340		-0.0011		-0.0010		-0.0008		6.3630		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0022		191.3441
6.4340		-0.0013		-0.0010		-0.0008		6.3642		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0026		191.3641
6.4340		-0.0013		-0.0010		-0.0010		6.3654		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0026		191.3841
6.4340		-0.0018		-0.0010		-0.0010		6.3654		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.4041
6.4340		-0.0018		-0.0010		-0.0008		6.3666		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.4241
6.4340		-0.0018		-0.0010		-0.0008		6.3666		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.4441
6.4340		-0.0018		-0.0010		-0.0008		6.3678		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.4641
6.4340		-0.0018		-0.0010		-0.0008		6.3678		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.4841
6.4340		-0.0018		-0.0010		-0.0008		6.3691		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.5041
6.4340		-0.0018		-0.0010		-0.0008		6.3691		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.5241
6.4340		-0.0018		-0.0008		-0.0008		6.3703		-6.1335		-7.0754		-0.0000		-0.0000		64.3400		-0.0036		191.5441
6.4350		-0.0018		-0.0008		-0.0008		6.3703		-6.1335		-7.0854		-0.0000		-0.0000		64.3500		-0.0036		191.5641
6.4350		-0.0018		-0.0008		-0.0008		6.3715		-6.1335		-7.0854		-0.0000		-0.0000		64.3500		-0.0036		191.5841
6.4350		-0.0016		-0.0008		-0.0008		6.3715		-6.1335		-7.0854		-0.0000		-0.0000		64.3500		-0.0032		191.6041
6.4350		-0.0016		-0.0008		-0.0008		6.3727		-6.1335		-7.0854		-0.0000		-0.0000		64.3500		-0.0032		191.6241
6.4360		-0.0016		-0.0008		-0.0008		6.3727		-6.1335		-7.0854		-0.0000		-0.0000		64.3600		-0.0032		191.6441
6.4360		-0.0016		-0.0008		-0.0008		6.3739		-6.1435		-7.0854		-0.0000		-0.0000		64.3600		-0.0032		191.6641
6.4360		-0.0016		-0.0008		-0.0008		6.3751		-6.1435		-7.0854		-0.0000		-0.0000		64.3600		-0.0032		191.6841
6.4360		-0.0016		-0.0008		-0.0008		6.3751		-6.1435		-7.0854		-0.0000		-0.0000		64.3600		-0.0032		191.7041
6.4360		-0.0016		-0.0008		-0.0008		6.3763		-6.1435		-7.0854		-0.0000		-0.0000		64.3600		-0.0032		191.7241
6.4360		-0.0016		-0.0008		-0.0008		6.3763		-6.1435		-7.0854		-0.0000		-0.0000		64.3600		-0.0032		191.7441
6.4370		-0.0018		-0.0008		-0.0008		6.3775		-6.1435		-7.0854		-0.0000		-0.0000		64.3700		-0.0036		191.7641
6.4370		-0.0018		-0.0008		-0.0008		6.3788		-6.1435		-7.0854		-0.0000		-0.0000		64.3700		-0.0036		191.7841
6.4370		-0.0020		-0.0008		-0.0008		6.3788		-6.1435		-7.0955		-0.0000		-0.0000		64.3700		-0.0040		191.8042
6.4370		-0.0020		-0.0008		-0.0008		6.3800		-6.1435		-7.0955		-0.0000		-0.0000		64.3700		-0.0040		191.8242
6.4370		-0.0023		-0.0008		-0.0008		6.3800		-6.1435		-7.0955		-0.0000		-0.0000		64.3700		-0.0046		191.8442
6.4370		-0.0023		-0.0004		-0.0008		6.3812		-6.1435		-7.0955		-0.0000		-0.0000		64.3700		-0.0046		191.8642
6.4370		-0.0023		-0.0004		-0.0008		6.3812		-6.1435		-7.0955		-0.0000		-0.0000		64.3700		-0.0046		191.8842
6.4370		-0.0023		-0.0004		-0.0008		6.3824		-6.1435		-7.0955		-0.0000		-0.0000		64.3700		-0.0046		191.9042
6.4360		-0.0020		-0.0004		-0.0008		6.3824		-6.1435		-7.0955		-0.0000		-0.0000		64.3600		-0.0040		191.9242
6.4360		-0.0020		-0.0004		-0.0008		6.3836		-6.1535		-7.0955		-0.0000		-0.0000		64.3600		-0.0040		191.9442
6.4350		-0.0018		-0.0004		-0.0008		6.3836		-6.1535		-7.0955		-0.0000		-0.0000		64.3500		-0.0036		191.9642
6.4350		-0.0018		-0.0004		-0.0008		6.3848		-6.1535		-7.0955		-0.0000		-0.0000		64.3500		-0.0036		191.9842
6.4340		-0.0016		-0.0004		-0.0008		6.3848		-6.1535		-7.0955		-0.0000		-0.0000		64.3400		-0.0032		192.0042
6.4340		-0.0016		-0.0004		-0.0004		6.3860		-6.1535		-7.0955		-0.0000		-0.0000		64.3400		-0.0032		192.0242
6.4340		-0.0016		-0.0004		-0.0004		6.3872		-6.1535		-7.0955		-0.0000		-0.0000		64.3400		-0.0032		192.0442
6.4340		-0.0016		-0.0004		-0.0004		6.3872		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0032		192.0642
6.4340		-0.0015		-0.0004		-0.0004		6.3885		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0030		192.0842
6.4340		-0.0015		-0.0004		-0.0004		6.3885		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0030		192.1042
6.4340		-0.0013		-0.0004		-0.0004		6.3897		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0026		192.1242
6.4340		-0.0013		-0.0004		-0.0004		6.3897		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0026		192.1442
6.4340		-0.0013		-0.0004		-0.0004		6.3909		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0026		192.1642
6.4340		-0.0013		-0.0004		-0.0004		6.3909		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0026		192.1842
6.4340		-0.0011		-0.0002		-0.0004		6.3921		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0022		192.2042
6.4340		-0.0011		-0.0002		-0.0004		6.3933		-6.1535		-7.1055		-0.0000		-0.0000		64.3400		-0.0022		192.2242
6.4330		-0.0011		-0.0002		-0.0004		6.3933		-6.1535		-7.1055		-0.0000		-0.0000		64.3300		-0.0022		192.2442
6.4330		-0.0011		-0.0002		-0.0002		6.3945		-6.1535		-7.1055		-0.0000		-0.0000		64.3300		-0.0022		192.2643
6.4330		-0.0013		-0.0002		-0.0002		6.3945		-6.1635		-7.1055		-0.0000		-0.0000		64.3300		-0.0026		192.2843
6.4330		-0.0013		-0.0002		-0.0004		6.3957		-6.1635		-7.1155		-0.0000		-0.0000		64.3300		-0.0026		192.3043
6.4330		-0.0013		-0.0002		-0.0004		6.3957		-6.1635		-7.1155		-0.0000		-0.0000		64.3300		-0.0026		192.3243
6.4330		-0.0013		-0.0002		-0.0004		6.3969		-6.1635		-7.1155		-0.0000		-0.0000		64.3300		-0.0026		192.3443
6.4320		-0.0013		-0.0002		-0.0004		6.3969		-6.1635		-7.1155		-0.0000		-0.0000		64.3200		-0.0026		192.3643
6.4320		-0.0013		-0.0002		-0.0004		6.3981		-6.1635		-7.1155		-0.0000		-0.0000		64.3200		-0.0026		192.3843
6.4320		-0.0011		-0.0002		-0.0004		6.3981		-6.1635		-7.1155		-0.0000		-0.0000		64.3200		-0.0022		192.4043
6.4320		-0.0011		-0.0002		-0.0004		6.3994		-6.1635		-7.1155		-0.0000		-0.0000		64.3200		-0.0022		192.4243
6.4310		-0.0009		-0.0002		-0.0004		6.3994		-6.1635		-7.1155		-0.0000		-0.0000		64.3100		-0.0018		192.4443
6.4310		-0.0009		-0.0002		-0.0004		6.4006		-6.1635		-7.1155		-0.0000		-0.0000		64.3100		-0.0018		192.4643
6.4300		-0.0006		-0.0002		-0.0004		6.4018		-6.1635		-7.1155		-0.0000		-0.0000		64.3000		-0.0012		192.4843
6.4300		-0.0006		-0.0004		-0.0004		6.4018		-6.1635		-7.1155		-0.0000		-0.0000		64.3000		-0.0012		192.5043
6.4290		-0.0005		-0.0004		-0.0004		6.4030		-6.1635		-7.1155		-0.0000		-0.0000		64.2900		-0.0010		192.5243
6.4290		-0.0005		-0.0004		-0.0004		6.4030		-6.1635		-7.1256		-0.0000		-0.0000		64.2900		-0.0010		192.5443
6.4290		-0.0004		-0.0004		-0.0004		6.4042		-6.1635		-7.1256		-0.0000		-0.0000		64.2900		-0.0008		192.5643
6.4290		-0.0004		-0.0004		-0.0004		6.4042		-6.1736		-7.1256		-0.0000		-0.0000		64.2900		-0.0008		192.5843
6.4270		-0.0005		-0.0004		-0.0004		6.4054		-6.1736		-7.1256		-0.0000		-0.0000		64.2700		-0.0010		192.6043
6.4270		-0.0005		-0.0004		-0.0004		6.4066		-6.1736		-7.1256		-0.0000		-0.0000		64.2700		-0.0010		192.6243
6.4260		-0.0008		-0.0004		-0.0004		6.4066		-6.1736		-7.1256		-0.0000		-0.0000		64.2600		-0.0016		192.6443
6.4260		-0.0008		-0.0004		-0.0004		6.4078		-6.1736		-7.1256		-0.0000		-0.0000		64.2600		-0.0016		192.6643
6.4240		-0.0009		-0.0004		-0.0004		6.4078		-6.1736		-7.1256		-0.0000		-0.0000		64.2400		-0.0018		192.6843
6.4240		-0.0009		-0.0004		-0.0004		6.4091		-6.1736		-7.1256		-0.0000		-0.0000		64.2400		-0.0018		192.7043
6.4230		-0.0008		-0.0004		-0.0004		6.4091		-6.1736		-7.1256		-0.0000		-0.0000		64.2300		-0.0016		192.7243
6.4230		-0.0008		-0.0004		-0.0004		6.4103		-6.1736		-7.1256		-0.0000		-0.0000		64.2300		-0.0016		192.7444
6.4230		-0.0008		-0.0004		-0.0004		6.4103		-6.1736		-7.1356		-0.0000		-0.0000		64.2300		-0.0016		192.7644
6.4230		-0.0008		-0.0004		-0.0004		6.4115		-6.1736		-7.1356		-0.0000		-0.0000		64.2300		-0.0016		192.7844
6.4220		-0.0006		-0.0004		-0.0004		6.4115		-6.1736		-7.1356		-0.0000		-0.0000		64.2200		-0.0012		192.8044
6.4220		-0.0006		-0.0002		-0.0004		6.4127		-6.1736		-7.1356		-0.0000		-0.0000		64.2200		-0.0012		192.8244
6.4220		-0.0005		-0.0002		-0.0004		6.4127		-6.1736		-7.1356		-0.0000		-0.0000		64.2200		-0.0010		192.8444
6.4220		-0.0005		-0.0002		-0.0002		6.4139		-6.1736		-7.1356		-0.0000		-0.0000		64.2200		-0.0010		192.8644
6.4210		-0.0005		-0.0002		-0.0002		6.4151		-6.1736		-7.1356		-0.0000		-0.0000		64.2100		-0.0010		192.8844
6.4210		-0.0005		-0.0004		-0.0002		6.4151		-6.1836		-7.1356		-0.0000		-0.0000		64.2100		-0.0010		192.9044
6.4210		-0.0004		-0.0004		-0.0002		6.4163		-6.1836		-7.1356		-0.0000		-0.0000		64.2100		-0.0008		192.9244
6.4210		-0.0004		-0.0004		-0.0002		6.4163		-6.1836		-7.1356		-0.0000		-0.0000		64.2100		-0.0008		192.9444
6.4200		-0.0002		-0.0004		-0.0002		6.4175		-6.1836		-7.1356		-0.0000		-0.0000		64.2000		-0.0004		192.9644
6.4200		-0.0002		-0.0004		-0.0004		6.4175		-6.1836		-7.1356		-0.0000		-0.0000		64.2000		-0.0004		192.9844
6.4200		-0.0001		-0.0004		-0.0004		6.4188		-6.1836		-7.1356		-0.0000		-0.0000		64.2000		-0.0002		193.0044
6.4200		-0.0001		-0.0004		-0.0004		6.4188		-6.1836		-7.1456		-0.0000		-0.0000		64.2000		-0.0002		193.0244
6.4200		0.0000		-0.0004		-0.0004		6.4200		-6.1836		-7.1456		-0.0000		-0.0000		64.2000		0.0000		193.0444
6.4200		0.0000		-0.0004		-0.0004		6.4212		-6.1836		-7.1456		-0.0000		-0.0000		64.2000		0.0000		193.0644
6.4210		0.0001		-0.0004		-0.0004		6.4212		-6.1836		-7.1456		-0.0000		-0.0000		64.2100		0.0002		193.0844
6.4210		0.0001		-0.0004		-0.0004		6.4224		-6.1836		-7.1456		-0.0000		-0.0000		64.2100		0.0002		193.1044
6.4200		0.0001		-0.0004		-0.0004		6.4224		-6.1836		-7.1456		-0.0000		-0.0000		64.2000		0.0002		193.1244
6.4200		0.0001		-0.0004		-0.0002		6.4236		-6.1836		-7.1456		-0.0000		-0.0000		64.2000		0.0002		193.1444
6.4210		0.0000		-0.0004		-0.0002		6.4236		-6.1836		-7.1456		-0.0000		-0.0000		64.2100		0.0000		193.1644
6.4210		0.0000		-0.0004		-0.0002		6.4248		-6.1836		-7.1456		-0.0000		-0.0000		64.2100		0.0000		193.1844
6.4210		-0.0002		-0.0004		-0.0002		6.4248		-6.1936		-7.1456		-0.0000		-0.0000		64.2100		-0.0004		193.2045
6.4210		-0.0002		-0.0004		-0.0002		6.4260		-6.1936		-7.1456		-0.0000		-0.0000		64.2100		-0.0004		193.2245
6.4200		-0.0005		-0.0004		-0.0002		6.4260		-6.1936		-7.1456		-0.0000		-0.0000		64.2000		-0.0010		193.2445
6.4200		-0.0005		-0.0004		-0.0002		6.4272		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0010		193.2645
6.4200		-0.0009		-0.0004		-0.0002		6.4284		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0018		193.2845
6.4200		-0.0009		-0.0004		-0.0002		6.4284		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0018		193.3045
6.4200		-0.0013		-0.0004		-0.0002		6.4297		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0026		193.3245
6.4200		-0.0013		-0.0004		-0.0002		6.4297		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0026		193.3445
6.4200		-0.0016		-0.0004		-0.0002		6.4309		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0032		193.3645
6.4200		-0.0016		-0.0004		0.0000		6.4309		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0032		193.3845
6.4190		-0.0018		-0.0004		0.0000		6.4321		-6.1936		-7.1557		-0.0000		-0.0000		64.1900		-0.0036		193.4045
6.4190		-0.0018		-0.0004		0.0000		6.4333		-6.1936		-7.1557		-0.0000		-0.0000		64.1900		-0.0036		193.4245
6.4200		-0.0018		-0.0004		0.0000		6.4333		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0036		193.4445
6.4200		-0.0018		-0.0004		0.0000		6.4345		-6.1936		-7.1557		-0.0000		-0.0000		64.2000		-0.0036		193.4645
6.4200		-0.0016		-0.0004		0.0000		6.4345		-6.1936		-7.1657		-0.0000		-0.0000		64.2000		-0.0032		193.4845
6.4200		-0.0016		-0.0004		0.0000		6.4357		-6.1936		-7.1657		-0.0000		-0.0000		64.2000		-0.0032		193.5045
6.4190		-0.0013		-0.0004		0.0000		6.4357		-6.1936		-7.1657		-0.0000		-0.0000		64.1900		-0.0026		193.5245
6.4190		-0.0013		-0.0004		0.0000		6.4369		-6.2036		-7.1657		-0.0000		-0.0000		64.1900		-0.0026		193.5445
6.4170		-0.0011		-0.0004		0.0000		6.4369		-6.2036		-7.1657		-0.0000		-0.0000		64.1700		-0.0022		193.5645
6.4170		-0.0011		-0.0004		0.0000		6.4381		-6.2036		-7.1657		-0.0000		-0.0000		64.1700		-0.0022		193.5845
6.4150		-0.0011		-0.0004		0.0000		6.4381		-6.2036		-7.1657		-0.0000		-0.0000		64.1500		-0.0022		193.6045
6.4150		-0.0011		-0.0004		0.0000		6.4394		-6.2036		-7.1657		-0.0000		-0.0000		64.1500		-0.0022		193.6245
6.4130		-0.0009		-0.0004		0.0000		6.4394		-6.2036		-7.1657		-0.0000		-0.0000		64.1300		-0.0018		193.6445
6.4130		-0.0009		-0.0004		0.0000		6.4406		-6.2036		-7.1657		-0.0000		-0.0000		64.1300		-0.0018		193.6646
6.4130		-0.0009		-0.0004		0.0000		6.4418		-6.2036		-7.1657		-0.0000		-0.0000		64.1300		-0.0018		193.6846
6.4130		-0.0009		-0.0004		0.0000		6.4418		-6.2036		-7.1757		-0.0000		-0.0000		64.1300		-0.0018		193.7046
6.4120		-0.0009		-0.0004		0.0000		6.4430		-6.2036		-7.1757		-0.0000		-0.0000		64.1200		-0.0018		193.7246
6.4120		-0.0009		-0.0004		0.0000		6.4430		-6.2036		-7.1757		-0.0000		-0.0000		64.1200		-0.0018		193.7446
6.4110		-0.0011		-0.0004		0.0000		6.4442		-6.2036		-7.1757		-0.0000		-0.0000		64.1100		-0.0022		193.7646
6.4110		-0.0011		-0.0004		0.0000		6.4442		-6.2036		-7.1757		-0.0000		-0.0000		64.1100		-0.0022		193.7846
6.4100		-0.0013		-0.0004		0.0000		6.4454		-6.2036		-7.1757		-0.0000		-0.0000		64.1000		-0.0026		193.8046
6.4100		-0.0011		-0.0004		0.0000		6.4454		-6.2036		-7.1757		-0.0000		-0.0000		64.1000		-0.0022		193.8246
6.4100		-0.0013		-0.0004		0.0000		6.4466		-6.2036		-7.1757		-0.0000		-0.0000		64.1000		-0.0026		193.8446
6.4100		-0.0013		-0.0004		0.0000		6.4478		-6.2136		-7.1757		-0.0000		-0.0000		64.1000		-0.0026		193.8646
6.4090		-0.0016		-0.0004		0.0000		6.4478		-6.2136		-7.1757		-0.0000		-0.0000		64.0900		-0.0032		193.8846
6.4090		-0.0016		-0.0004		0.0000		6.4491		-6.2136		-7.1757		-0.0000		-0.0000		64.0900		-0.0032		193.9046
6.4080		-0.0018		-0.0004		0.0000		6.4491		-6.2136		-7.1757		-0.0000		-0.0000		64.0800		-0.0036		193.9246
6.4080		-0.0018		-0.0004		0.0000		6.4503		-6.2136		-7.1757		-0.0000		-0.0000		64.0800		-0.0036		193.9446
6.4090		-0.0018		-0.0004		0.0000		6.4503		-6.2136		-7.1858		-0.0000		-0.0000		64.0900		-0.0036		193.9646
6.4090		-0.0016		-0.0004		0.0000		6.4515		-6.2136		-7.1858		-0.0000		-0.0000		64.0900		-0.0032		193.9846
6.4100		-0.0016		-0.0004		0.0000		6.4515		-6.2136		-7.1858		-0.0000		-0.0000		64.1000		-0.0032		194.0046
6.4100		-0.0013		-0.0004		0.0002		6.4527		-6.2136		-7.1858		-0.0000		-0.0000		64.1000		-0.0026		194.0246
6.4100		-0.0013		-0.0004		0.0002		6.4527		-6.2136		-7.1858		-0.0000		-0.0000		64.1000		-0.0026		194.0446
6.4100		-0.0011		-0.0004		0.0002		6.4539		-6.2136		-7.1858		-0.0000		-0.0000		64.1000		-0.0022		194.0646
6.4110		-0.0011		-0.0004		0.0002		6.4539		-6.2136		-7.1858		-0.0000		-0.0000		64.1100		-0.0022		194.0846
6.4110		-0.0008		-0.0004		0.0002		6.4551		-6.2136		-7.1858		-0.0000		-0.0000		64.1100		-0.0016		194.1046
6.4110		-0.0008		-0.0004		0.0002		6.4563		-6.2136		-7.1858		-0.0000		-0.0000		64.1100		-0.0016		194.1246
6.4110		-0.0004		-0.0004		0.0002		6.4563		-6.2136		-7.1858		-0.0000		-0.0000		64.1100		-0.0008		194.1447
6.4120		-0.0004		-0.0004		0.0002		6.4575		-6.2136		-7.1858		-0.0000		-0.0000		64.1200		-0.0008		194.1647
6.4120		-0.0002		-0.0004		0.0002		6.4575		-6.2237		-7.1958		-0.0000		-0.0000		64.1200		-0.0004		194.1847
6.4130		-0.0002		-0.0004		0.0002		6.4587		-6.2237		-7.1958		-0.0000		-0.0000		64.1300		-0.0004		194.2047
6.4130		-0.0001		-0.0004		0.0002		6.4587		-6.2237		-7.1958		-0.0000		-0.0000		64.1300		-0.0002		194.2247
6.4140		-0.0001		-0.0004		0.0002		6.4600		-6.2237		-7.1958		-0.0000		-0.0000		64.1400		-0.0002		194.2447
6.4140		0.0000		-0.0004		0.0002		6.4612		-6.2237		-7.1958		-0.0000		-0.0000		64.1400		0.0000		194.2647
6.4150		0.0000		-0.0004		0.0002		6.4612		-6.2237		-7.1958		-0.0000		-0.0000		64.1500		0.0000		194.2847
6.4150		0.0001		-0.0004		0.0004		6.4624		-6.2237		-7.1958		-0.0000		-0.0000		64.1500		0.0002		194.3047
6.4150		0.0001		-0.0004		0.0004		6.4624		-6.2237		-7.1958		-0.0000		-0.0000		64.1500		0.0002		194.3247
6.4150		0.0002		-0.0004		0.0004		6.4636		-6.2237		-7.1958		-0.0000		-0.0000		64.1500		0.0004		194.3447
6.4150		0.0002		-0.0004		0.0004		6.4636		-6.2237		-7.1958		-0.0000		-0.0000		64.1500		0.0004		194.3647
6.4150		0.0002		-0.0004		0.0002		6.4648		-6.2237		-7.1958		-0.0000		-0.0000		64.1500		0.0004		194.3847
6.4110		0.0003		-0.0004		0.0002		6.4648		-6.2237		-7.1958		-0.0000		-0.0000		64.1100		0.0006		194.4047
6.4110		0.0003		-0.0004		0.0002		6.4660		-6.2237		-7.2058		-0.0000		-0.0000		64.1100		0.0006		194.4247
6.4070		0.0003		-0.0004		0.0002		6.4660		-6.2237		-7.2058		-0.0000		-0.0000		64.0700		0.0006		194.4447
6.4070		0.0004		-0.0004		0.0002		6.4672		-6.2237		-7.2058		-0.0000		-0.0000		64.0700		0.0008		194.4647
6.4050		0.0004		-0.0004		0.0002		6.4672		-6.2337		-7.2058		-0.0000		-0.0000		64.0500		0.0008		194.4847
6.4050		0.0004		-0.0004		0.0000		6.4684		-6.2337		-7.2058		-0.0000		-0.0000		64.0500		0.0008		194.5047
6.4040		0.0004		-0.0004		0.0000		6.4697		-6.2337		-7.2058		-0.0000		-0.0000		64.0400		0.0008		194.5247
6.4040		0.0004		-0.0002		0.0000		6.4697		-6.2337		-7.2058		-0.0000		-0.0000		64.0400		0.0008		194.5447
6.4040		0.0004		-0.0002		0.0000		6.4709		-6.2337		-7.2058		-0.0000		-0.0000		64.0400		0.0008		194.5647
6.4040		0.0003		-0.0002		0.0000		6.4709		-6.2337		-7.2058		-0.0000		-0.0000		64.0400		0.0006		194.5847
6.4040		0.0003		-0.0002		0.0000		6.4721		-6.2337		-7.2058		-0.0000		-0.0000		64.0400		0.0006		194.6048
6.4040		0.0003		-0.0002		0.0000		6.4721		-6.2337		-7.2058		-0.0000		-0.0000		64.0400		0.0006		194.6248
6.4030		0.0003		-0.0002		0.0000		6.4733		-6.2337		-7.2159		-0.0000		-0.0000		64.0300		0.0006		194.6448
6.4030		0.0003		-0.0004		0.0000		6.4745		-6.2337		-7.2159		-0.0000		-0.0000		64.0300		0.0006		194.6648
6.4030		0.0003		-0.0004		0.0000		6.4745		-6.2337		-7.2159		-0.0000		-0.0000		64.0300		0.0006		194.6848
6.4030		0.0004		-0.0004		0.0000		6.4757		-6.2337		-7.2159		-0.0000		-0.0000		64.0300		0.0008		194.7048
6.4040		0.0004		-0.0004		0.0000		6.4757		-6.2337		-7.2159		-0.0000		-0.0000		64.0400		0.0008		194.7248
6.4040		0.0005		-0.0004		0.0000		6.4769		-6.2337		-7.2159		-0.0000		-0.0000		64.0400		0.0010		194.7448
